Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
"305 N Central Ave, Hartsdale, NY 10530",41.010839,-73.807363,0.6,range_interpolation,305,S Central Ave,,,Hartsdale,NY,Westchester County,10530,US,TIGER/Line® dataset from the US Census Bureau
"247 Walt Whitman Road, Huntington Station, NY 11746",40.820567,-73.412766,1,rooftop,247,Walt Whitman Rd,,,Huntington Station,NY,Suffolk County,11746,US,Suffolk
"339 Main Street, Huntington, NY 11743",40.871157,-73.429752,1,rooftop,339,Main St,,,Huntington,NY,Suffolk County,11743,US,Suffolk
"1500 NY-9D, Wappingers Falls. The entrance is located at the back end of the stadium parking lot., Wappingers Falls, NY 12590",41.419122,-73.953347,0.49,intersection,,State Rte 9D,Lot,WAPPINGERS,Cold Spring,NY,Putnam County,10516,US,TIGER/Line® dataset from the US Census Bureau
"73-02 Roosevelt Ave, Queens, NY 11372",40.746644,-73.89215,0.9,rooftop,73-2,Roosevelt Ave,,,Woodside,NY,Queens County,11377,US,City of New York
"162-21 Jamaica Ave, Queens, NY 11432",40.704714,-73.797102,1,rooftop,162-21,Jamaica Ave,,,Jamaica,NY,Queens County,11432,US,City of New York
"1 Ocean Pkwy, Wantagh, NY 11793",40.667419,-73.661049,0.4,rooftop,1,Ocean Ave,,,Malverne,NY,Nassau County,11565,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1995 Nesconset Hwy, Lake Grove, NY 11755",40.867963,-73.131706,1,rooftop,1995,Nesconset Hwy,,,Lake Grove,NY,Suffolk County,11755,US,Suffolk
"3276 Hempstead Turnpike, Levittown, NY 11756",40.724697,-73.515688,1,rooftop,3276,Hempstead Tpke,,,Levittown,NY,Nassau County,11756,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"656 N Wellwood Ave, Lindenhurst, NY 11757",40.702895,-73.385436,1,range_interpolation,656,N Wellwood Ave,,,Lindenhurst,NY,Suffolk County,11757,US,TIGER/Line® dataset from the US Census Bureau
"904 W Beech St, Long Beach, NY 11561",40.585835,-73.691702,1,rooftop,904,W Beech St,,,Long Beach,NY,Nassau County,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"25-18 Queens Plaza S, Queens, NY 11101",40.750323,-73.940544,0.9,range_interpolation,25,Queens Plz S,,,Long Island City,NY,Queens County,11101,US,TIGER/Line® dataset from the US Census Bureau
"10201 66th Rd, Forest Hills, NY 11375",40.729263,-73.852017,1,rooftop,102-1,66th Rd,,,Forest Hills,NY,Queens County,11375,US,City of New York
"27005 76th Ave, New Hyde Park, NY 11040",40.751449,-73.700663,1,range_interpolation,27005,76th Ave,,,New Hyde Park,NY,Nassau County,11040,US,TIGER/Line® dataset from the US Census Bureau
"138 Delancey St, New York, NY 10002",40.718398,-73.986933,1,rooftop,138,Delancey St,,,New York,NY,New York County,10002,US,City of New York
"585 Merrick Rd, Lynbrook, NY 11563",40.660579,-73.682936,1,rooftop,585,Merrick Rd,,,Lynbrook,NY,Nassau County,11563,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"651 E Boston Post Rd, Mamaroneck, NY 10543",40.952231,-73.726672,1,rooftop,651,E Boston Post Rd,,,Mamaroneck,NY,Westchester County,10543,US,Westchester
"4108 Avenue U, Brooklyn, NY 11234",40.6085,-73.923403,1,rooftop,4108,Ave U,,,Brooklyn,NY,Kings County,11234,US,City of New York
"74-25 Grand Ave, Queens, NY 11373",40.730454,-73.886992,1,rooftop,74-25,Grand Ave,,,Elmhurst,NY,Queens County,11373,US,City of New York
"4410 Sunrise Hwy, Massapequa, NY 11758",40.675524,-73.471656,1,rooftop,4410,Sunrise Hwy,,,Massapequa,NY,Nassau County,11758,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"919 2nd Ave. , New York, NY 10017",40.754168,-73.969277,1,rooftop,919,2nd Ave,,,New York,NY,New York County,10017,US,City of New York
"1000 N Village Ave, Rockville Centre, NY 11570",40.688235,-73.631416,1,rooftop,1000,N Village Ave,,,Rockville Centre,NY,Nassau County,11570,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1989 Merrick Rd, Merrick, NY 11566",40.656,-73.550233,1,range_interpolation,1989,Merrick Rd,,,Merrick,NY,Nassau County,11566,US,TIGER/Line® dataset from the US Census Bureau
"241 North Rd, Poughkeepsie, NY 12601",41.717494,-73.92819,1,rooftop,241,North Rd,,,Poughkeepsie,NY,Dutchess County,12601,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1305 Kings Hwy, Brooklyn, NY 11229",40.608242,-73.959835,1,rooftop,1305,Kings Hwy,,,Brooklyn,NY,Kings County,11229,US,City of New York
"292 Herricks Rd, Mineola, NY 11501",40.744814,-73.657372,1,rooftop,292,Herricks Rd,,,Mineola,NY,Nassau County,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1724 Burrstone Road, Utica, NY 13502",43.094125,-75.275454,1,range_interpolation,1724,Burrstone Rd,,,Utica,NY,Oneida County,13502,US,TIGER/Line® dataset from the US Census Bureau
"1049 Morris Park Ave, Bronx, NY 10461",40.848895,-73.854885,1,rooftop,1049,Morris Park Ave,,,Bronx,NY,Bronx County,10461,US,City of New York
"256 E Rte 59, Nanuet, NY 10954",41.093948,-74.000888,1,rooftop,256,E Route 59,,,Nanuet,NY,Rockland County,10954,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"2710 Hylan Blvd, Staten Island, NY 10306",40.566045,-74.113838,1,rooftop,2710,Hylan Blvd,,,Staten Island,NY,Richmond County,10306,US,City of New York
"570 1st Ave, New York, NY 10016",40.742747,-73.973734,1,rooftop,570,1st Ave,,,New York,NY,New York County,10016,US,City of New York
"170 William St, New York, NY 10038",40.710751,-74.005133,1,rooftop,170,William St,,,New York,NY,New York County,10038,US,City of New York
"5141 Broadway, New York, NY 10034",40.872887,-73.91246,1,rooftop,5141,Broadway,,,New York,NY,New York County,10034,US,City of New York
"506 6th St, Brooklyn, NY 11215",40.668212,-73.97935,1,rooftop,506,6th St,,,Brooklyn,NY,Kings County,11215,US,City of New York
"630 W 168th St, New York, NY 10032",40.84153,-73.941382,1,rooftop,630,W 168th St,,,New York,NY,New York County,10032,US,City of New York
"525 E 68th St, New York, NY 10065",40.764347,-73.954508,1,rooftop,525,E 68th St,,,New York,NY,New York County,10065,US,City of New York
"1980 Crompond Rd, Cortlandt Manor, NY 10567",41.292678,-73.892394,1,rooftop,1980,Crompond Rd,,,Cortlandt Manor,NY,Westchester County,10567,US,Westchester
"55 Palmer Ave, Bronxville, NY 10708",40.941738,-73.836774,1,range_interpolation,55,Palmer Ave,,,Bronxville,NY,Westchester County,10708,US,TIGER/Line® dataset from the US Census Bureau
"5645 Main St, Flushing, NY 11355",40.746964,-73.825712,1,rooftop,56-45,Main St,Fl,USHING,Flushing,NY,Queens County,11355,US,City of New York
"654 Broadway, New York, NY 10012",40.726896,-73.995351,1,rooftop,654,Broadway,,,New York,NY,New York County,10012,US,City of New York
"145 Community Dr, Great Neck, NY 11021",40.78184,-73.705817,1,rooftop,145,Community Dr,,,Great Neck,NY,Nassau County,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"365 Flatbush Ave, Brooklyn, NY 11238",40.676844,-73.971994,1,rooftop,365,Flatbush Ave,,,Brooklyn,NY,Kings County,11238,US,City of New York
"145 Kent Ave, Brooklyn, NY 11249",40.719327,-73.962619,1,rooftop,145,Kent Ave,,,Brooklyn,NY,Kings County,11249,US,City of New York
"Beacon Intermodal Center, 1500 Route 9D, Fishkill, NY 12524",41.53565,-73.89903,1,place,,,,,Fishkill,NY,Dutchess County,12524,US,TIGER/Line® dataset from the US Census Bureau
"462 1st Ave, New York, NY 10016",40.73954,-73.976333,1,rooftop,462,1st Ave,,,New York,NY,New York County,10016,US,City of New York
"165 Vanderbilt Avenue, Staten Island, NY 10304",40.620203,-74.077158,0.9,range_interpolation,165,Vanderbilt Ave,,,Staten Island,NY,Richmond County,10304,US,TIGER/Line® dataset from the US Census Bureau
"102-02 Liberty Ave, Queens, NY 11417",40.681352,-73.838459,1,rooftop,102-2,Liberty Ave,,,Ozone Park,NY,Queens County,11417,US,City of New York
"420 5th Ave, Brooklyn, NY 11215",40.670052,-73.985763,1,rooftop,420,5th Ave,,,Brooklyn,NY,Kings County,11215,US,City of New York
"1470 Metropolitan Ave, The Bronx, NY 10462",40.83676,-73.860605,1,rooftop,1470,Metropolitan Ave,,,Bronx,NY,Bronx County,10462,US,City of New York
"1601 3rd Ave, New York, NY 10128",40.781511,-73.951746,1,rooftop,1601,3rd Ave,,,New York,NY,New York County,10128,US,City of New York
"2178 White Plains Rd, The Bronx, NY 10462",40.855741,-73.867465,1,rooftop,2178,White Plains Rd,,,Bronx,NY,Bronx County,10462,US,City of New York
"1117 Old Country Rd, Plainview, NY 11803",40.775585,-73.465367,1,rooftop,1117,Old Country Rd,,,Plainview,NY,Nassau County,11803,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"19 Spring Valley Marketplace, Spring Valley, NY 10977",41.232962,-73.920922,0.8,rooftop,19,Springvale Rd,,,Croton On Hudson,NY,Westchester County,10520,US,Westchester
"1457 Northern Boulevard, Manhasset, NY 11030",40.793767,-73.692848,1,rooftop,1457,Northern Blvd,,,Manhasset,NY,Nassau County,11030,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"239 Middle Country Road\nSelden Plaza Shopping Center, Selden, NY 11784",40.86939,-73.025847,1,rooftop,239,Middle Country Rd,,,Selden,NY,Suffolk County,11784,US,Suffolk
"4724 Nesconset Hwy, Port Jefferson Station, NY 11776",40.917341,-73.054983,1,rooftop,4724,Nesconset Hwy,,,Port Jefferson Station,NY,Suffolk County,11776,US,Suffolk
"6906 18th Avenue, Brooklyn, NY 11204",40.616712,-73.992835,1,rooftop,6906,18th Ave,,,Brooklyn,NY,Kings County,11204,US,City of New York
"2960 Victory Boulevard, Staten Island, NY 10314",40.607116,-74.161184,1,rooftop,2960,Victory Blvd,,,Staten Island,NY,Richmond County,10314,US,City of New York
"3 Delaware Drive, Lake Success, NY 11042",40.760174,-73.694062,1,rooftop,3,Delaware Dr,,,New Hyde Park,NY,Nassau County,11042,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"3894 Richmond Ave, Staten Island, NY 10312",40.543077,-74.164205,1,rooftop,3894,Richmond Ave,,,Staten Island,NY,Richmond County,10312,US,City of New York
"7001 Amboy Rd, Staten Island, NY 10307",40.516028,-74.233813,1,rooftop,7001,Amboy Rd,,,Staten Island,NY,Richmond County,10307,US,City of New York
"129 W Sunrise Hwy, Freeport, NY 11520",40.656064,-73.587236,1,rooftop,129,W Sunrise Hwy,,,Freeport,NY,Nassau County,11520,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"164-50 Cross Bay Boulevard, Howard Beach, NY 11414",40.649279,-73.837719,1,rooftop,164-50,Cross Bay Blvd,,,Howard Beach,NY,Queens County,11414,US,City of New York
"1167 Wantagh Avenue, Wantagh, NY 11793",40.694369,-73.506047,1,rooftop,1167,Wantagh Ave,,,Wantagh,NY,Nassau County,11793,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"8500 4th Ave, Brooklyn, NY 11209",40.623617,-74.028227,1,rooftop,8500,4th Ave,,,Brooklyn,NY,Kings County,11209,US,City of New York
"26 Court St, Brooklyn, NY 11242",40.693338,-73.990857,0.9,rooftop,26,Court St,,,Brooklyn,NY,Kings County,11201,US,City of New York
"13201 14th Ave, College Point, NY 11356",40.786688,-73.836277,1,rooftop,132-1,14th Ave,,,College Point,NY,Queens County,11356,US,City of New York
"291 3rd Avenue, New York, NY 10010",40.738425,-73.983317,1,range_interpolation,291,3rd Ave,,,New York,NY,New York County,10010,US,TIGER/Line® dataset from the US Census Bureau
"555 North Broadway, Jericho, NY 11753",40.790967,-73.53697,1,rooftop,555,N Broadway,,,Jericho,NY,Nassau County,11753,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"254-61 NASSAU BOULEVARD, LITTLE NECK, NY 11362",40.765154,-73.72535,1,rooftop,254-61,Nassau Blvd,,,Little Neck,NY,Queens County,11362,US,City of New York
"1074 Old Country Road, Plainview, NY 11803",40.776655,-73.469987,1,rooftop,1074,Old Country Rd,,,Plainview,NY,Nassau County,11803,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1149 Old Country Rd, Riverhead, NY 11901",40.930989,-72.678642,1,rooftop,1149,Old Country Rd,,,Riverhead,NY,Suffolk County,11901,US,Suffolk
"148 Merrick Road, Amityville, NY 11701",40.671212,-73.416356,1,rooftop,148,Merrick Rd,,,Amityville,NY,Suffolk County,11701,US,Suffolk
"257 W. Park Avenue, Long Beach, NY 11561",40.588799,-73.671884,1,rooftop,257,W Park Ave,,,Long Beach,NY,Nassau County,11561,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"4954 Merrick Road, Massapequa Park, NY 11762",40.665557,-73.451908,1,rooftop,4954,Merrick Rd,,,Massapequa Park,NY,Nassau County,11762,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"288 Flatbush Ave, Brooklyn, NY 11217",40.678284,-73.97349,1,rooftop,288,Flatbush Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
"874 Flatbush Ave, Brooklyn, NY 11226",40.650785,-73.958984,1,rooftop,874,Flatbush Ave,,,Brooklyn,NY,Kings County,11226,US,City of New York
"696 Dutchess Turnpike, Poughkeepsie, NY 12603",41.697597,-73.882061,1,rooftop,696,Dutchess Tpke,,,Poughkeepsie,NY,Dutchess County,12603,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"91-19 Queens Blvd, Queens, NY 11373",40.733665,-73.869817,1,rooftop,91-19,Queens Blvd,,,Elmhurst,NY,Queens County,11373,US,City of New York
"2187 Richmond Ave, Staten Island, NY 10314",40.594153,-74.162553,1,rooftop,2187,Richmond Ave,,,Staten Island,NY,Richmond County,10314,US,City of New York
"4 Fuller St, Alexandria Bay, NY 13607",44.337233,-75.920146,1,rooftop,4,Fuller St,,,Alexandria Bay,NY,Jefferson County,13607,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"193 W 237th St, The Bronx, NY 10463",40.88459,-73.900664,1,rooftop,193,W 237th St,,,Bronx,NY,Bronx County,10463,US,City of New York
"999 Old Country Rd, Riverhead, NY 11901",40.932958,-72.673308,1,rooftop,999,Old Country Rd,,,Riverhead,NY,Suffolk County,11901,US,Suffolk
"127 North St. , Batavia, NY 14020",43.005073,-78.176594,1,rooftop,127,North St,,,Batavia,NY,Genesee County,14020,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"560 Merrick Rd, Rockville Centre, NY 11570",40.653924,-73.632963,1,rooftop,560,Merrick Rd,,,Rockville Centre,NY,Nassau County,11570,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"47 NY-25A, Rocky Point, NY 11778",40.948048,-72.937087,0.33,place,,,,,Rocky Point,NY,Suffolk County,11778,US,TIGER/Line® dataset from the US Census Bureau
"600 Portion Rd, Ronkonkoma, NY 11779",40.830989,-73.087752,1,rooftop,600,Portion Rd,,,Ronkonkoma,NY,Suffolk County,11779,US,Suffolk
"250 South Service Road, Roslyn Heights, NY 11577",40.77877,-73.63963,0.33,place,,,,,Roslyn Heights,NY,Nassau County,11577,US,TIGER/Line® dataset from the US Census Bureau
"211 Church St, Saratoga Springs, NY 12866",43.085692,-73.797057,1,rooftop,211,Church St,,,Saratoga Springs,NY,Saratoga County,12866,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"5600 Sunrise Hwy, Sayville, NY 11782",40.766981,-73.073841,1,range_interpolation,5600,Sunrise Hwy,,,Sayville,NY,Suffolk County,11782,US,TIGER/Line® dataset from the US Census Bureau
"996 Middle Country Rd, Selden, NY 11784",40.863493,-73.048038,1,rooftop,996,Middle Country Rd,,,Selden,NY,Suffolk County,11784,US,Suffolk
"3448 Nostrand Ave, Brooklyn, NY 11229",40.599924,-73.941961,1,rooftop,3448,Nostrand Ave,,,Brooklyn,NY,Kings County,11229,US,City of New York
"895 Montauk Hwy, Shirley, NY 11967",40.802198,-72.86404,1,rooftop,895,Montauk Hwy,,,Shirley,NY,Suffolk County,11967,US,Suffolk
"519 W Jericho Turnpike, Smithtown, NY 11787",40.85815,-73.215196,1,rooftop,519,W Jericho Tpke,,,Smithtown,NY,Suffolk County,11787,US,Suffolk
"777 Seaview Ave, Staten Island, NY 10305",40.583205,-74.082409,1,rooftop,777,Seaview Ave,,,Staten Island,NY,Richmond County,10305,US,City of New York
"2902 3rd Ave, The Bronx, NY 10455",40.817023,-73.915981,1,rooftop,2902,3rd Ave,,,Bronx,NY,Bronx County,10455,US,City of New York
"1047 Southern Blvd, The Bronx, NY 10459",40.824068,-73.892077,1,rooftop,1047,Southern Blvd,,,Bronx,NY,Bronx County,10459,US,City of New York
"2209 Genesee Street, Utica, NY 13501",43.083491,-75.267075,1,rooftop,2209,Genesee St,,,Utica,NY,Oneida County,13501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1400 Washington Ave, Albany, NY 12206",42.689499,-73.820235,0.9,rooftop,1400,Washington Ave,,,Albany,NY,Albany County,12203,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"375 Seguine Avenue\n, Staten Island, NY 10309",40.516945,-74.196779,0.9,range_interpolation,375,Seguine Pl,,,Staten Island,NY,Richmond County,10309,US,TIGER/Line® dataset from the US Census Bureau
"475 Seaview Ave, Staten Island, NY 10305",40.584517,-74.085611,1,rooftop,475,Seaview Ave,,,Staten Island,NY,Richmond County,10305,US,City of New York
"5024 5th Ave, Brooklyn, NY 11220",40.644719,-74.010932,1,rooftop,5024,5th Ave,,,Brooklyn,NY,Kings County,11220,US,City of New York
"358 Jericho Turnpike, Syosset, NY 11791",40.809819,-73.502827,1,rooftop,358,Jericho Tpke,,,Syosset,NY,Nassau County,11791,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"819 S. Salina St, Syracuse, NY 13202",43.039716,-76.149944,1,rooftop,819,S Salina St,,,Syracuse,NY,Onondaga County,13202,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"121 Dekalb Ave, Brooklyn, NY 11201",40.690018,-73.977466,1,rooftop,121,Dekalb Ave,,,Brooklyn,NY,Kings County,11201,US,City of New York
"107 Institute St. , Jamestown, NY 14701",42.093069,-79.235049,1,rooftop,107,Institute St,,,Jamestown,NY,Chautauqua County,14701,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"87 Chambers St, New York, NY 10007",40.714709,-74.00719,1,rooftop,87,Chambers St,,,New York,NY,New York County,10007,US,City of New York
"300 Enterprise Drive, Kingston, NY 12401",41.970147,-73.998308,1,rooftop,300,Enterprise Dr,,,Kingston,NY,Ulster County,12401,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1555 Long Pond Road, Rochester, NY 14626",43.19247,-77.704131,1,rooftop,1555,Long Pond Rd,,,Rochester,NY,Monroe County,14626,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"2710 Broadway, New York, NY 10025",40.7995,-73.968036,1,rooftop,2710,Broadway,,,New York,NY,New York County,10025,US,City of New York
"80 W 125th St, New York, NY 10027",40.80748,-73.945201,1,rooftop,80,W 125th St,,,New York,NY,New York County,10027,US,City of New York
"3556 Broadway, New York, NY 10031",40.826906,-73.949757,1,rooftop,3556,Broadway,,,New York,NY,New York County,10031,US,City of New York
"617-625 W 181st St, New York, NY 10033",40.849812,-73.934561,1,rooftop,617,W 181st St,,,New York,NY,New York County,10033,US,City of New York
"37 W 23rd St, New York, NY 10010",40.742173,-73.990395,1,range_interpolation,37,W 23rd St,,,New York,NY,New York County,10010,US,TIGER/Line® dataset from the US Census Bureau
"5 Pennsylvania Plaza, New York, NY 10001",40.750422,-73.996328,0.33,place,,,,,New York,NY,New York County,10001,US,TIGER/Line® dataset from the US Census Bureau
"345 W 42nd St, New York, NY 10036",40.758167,-73.99158,1,rooftop,345,W 42nd St,,,New York,NY,New York County,10036,US,City of New York
"315 W 57th St, New York, NY 10019",40.767285,-73.983761,1,rooftop,315,W 57th St,,,New York,NY,New York County,10019,US,City of New York
"2025 Broadway, New York, NY 10023",40.776728,-73.982405,1,rooftop,2025,Broadway,,,New York,NY,New York County,10023,US,City of New York
"2398 Broadway, New York, NY 10024",40.789364,-73.975318,1,rooftop,2398,Broadway,,,New York,NY,New York County,10024,US,City of New York
"2 W Fordham Rd, The Bronx, NY 10468",40.862646,-73.901508,1,rooftop,2,W Fordham Rd,,,Bronx,NY,Bronx County,10468,US,City of New York
"356 W 125th St, New York, NY 10027",40.810801,-73.953078,1,rooftop,356,W 125th St,,,New York,NY,New York County,10027,US,City of New York
